"GEO_ID","NAME","B01001E_001E","B01001E_001M","B01001E_002E","B01001E_002M","B01001E_003E","B01001E_003M","B01001E_004E","B01001E_004M","B01001E_005E","B01001E_005M","B01001E_006E","B01001E_006M","B01001E_007E","B01001E_007M","B01001E_008E","B01001E_008M","B01001E_009E","B01001E_009M","B01001E_010E","B01001E_010M","B01001E_011E","B01001E_011M","B01001E_012E","B01001E_012M","B01001E_013E","B01001E_013M","B01001E_014E","B01001E_014M","B01001E_015E","B01001E_015M","B01001E_016E","B01001E_016M","B01001E_017E","B01001E_017M","B01001E_018E","B01001E_018M","B01001E_019E","B01001E_019M","B01001E_020E","B01001E_020M","B01001E_021E","B01001E_021M","B01001E_022E","B01001E_022M","B01001E_023E","B01001E_023M","B01001E_024E","B01001E_024M","B01001E_025E","B01001E_025M","B01001E_026E","B01001E_026M","B01001E_027E","B01001E_027M","B01001E_028E","B01001E_028M","B01001E_029E","B01001E_029M","B01001E_030E","B01001E_030M","B01001E_031E","B01001E_031M"
"310M400US41620","Salt Lake City, UT Metro Area","17090","698","8525","388","825","123","730","198","762","193","413","88","263","42","867","108","890","80","853","61","1051","133","696","80","677","67","374","45","55","34","69","34","8565","447","844","135","773","212","896","237","463","74","214","77","827","89","943","85","709","78","906","159","816","81","694","37","291","94","92","68","97","101"
"310M400US41660","San Angelo, TX Metro Area","50","49","31","40","0","31","0","31","0","31","0","31","2","4","0","31","0","31","24","38","0","31","0","31","0","31","5","13","0","31","0","31","19","28","0","31","0","31","0","31","0","31","19","28","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31"
"310M400US41700","San Antonio-New Braunfels, TX Metro Area","2623","465","1120","222","8","13","85","50","40","25","32","36","52","49","26","31","137","108","68","53","432","186","71","61","72","54","84","58","13","16","0","31","1503","351","18","28","65","82","195","121","11","17","12","17","171","162","22","34","138","77","404","133","125","63","163","76","148","59","20","29","11","20"
"310M400US41740","San Diego-Carlsbad, CA Metro Area","13903","881","6847","497","257","165","112","90","286","135","267","98","288","73","734","115","706","131","572","199","1067","139","1035","128","840","95","433","73","198","74","52","55","7056","546","484","177","301","128","386","153","215","84","153","56","534","140","650","106","598","120","1096","125","931","158","883","94","468","66","313","74","44","42"
"310M400US41760","Sandpoint, ID Micro Area","54","55","22","35","0","25","0","25","22","35","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","32","39","16","26","16","28","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"310M400US41780","Sandusky, OH Micro Area","6","9","6","9","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","6","9","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27"
"310M400US41820","Sanford, NC Micro Area","23","36","8","13","0","29","0","29","0","29","0","29","0","29","0","29","8","13","0","29","0","29","0","29","0","29","0","29","0","29","0","29","15","23","0","29","9","15","0","29","0","29","0","29","0","29","0","29","6","9","0","29","0","29","0","29","0","29","0","29","0","29"
"310M400US41860","San Francisco-Oakland-Hayward, CA Metro Area","33352","954","16354","498","1164","143","1192","220","951","194","884","175","508","148","1146","160","1382","97","1371","144","2172","177","2035","166","1964","95","1149","151","416","120","20","18","16998","629","899","164","1073","227","998","175","534","119","445","137","1397","154","1624","162","1419","126","2307","186","2534","160","2079","110","1143","169","483","111","63","47"
"310M400US41900","San Germ�n, PR Metro Area","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32"
"310M400US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","7658","681","3638","343","164","102","185","109","301","131","169","58","64","58","411","76","339","60","301","43","413","81","469","119","451","92","215","41","127","87","29","25","4020","410","138","128","228","136","308","166","139","59","181","94","255","111","257","59","410","123","574","107","632","69","475","105","260","47","100","52","63","58"
"310M400US41980","San Juan-Carolina-Caguas, PR Metro Area","141","81","93","65","0","32","0","32","0","32","7","13","0","32","47","42","0","32","0","32","0","32","17","27","16","25","6","9","0","32","0","32","48","39","0","32","0","32","0","32","0","32","0","32","28","32","0","32","0","32","12","19","0","32","0","32","8","13","0","32","0","32"
"310M400US42620","Searcy, AR Micro Area","21","33","21","33","0","28","0","28","0","28","0","28","0","28","0","28","21","33","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28"
"310M400US42660","Seattle-Tacoma-Bellevue, WA Metro Area","33426","983","16820","569","1208","143","1720","249","1295","240","764","146","368","89","1527","222","1806","166","1372","144","2461","206","1958","155","1475","116","655","97","156","58","55","42","16606","682","1093","200","1297","241","1161","236","660","123","392","71","1552","164","1580","178","1496","187","2760","193","1990","130","1631","93","565","113","365","88","64","43"
"310M400US42680","Sebastian-Vero Beach, FL Metro Area","58","65","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","58","65","0","31","0","31","49","63","0","31","0","31","0","31","0","31","0","31","0","31","0","31","9","14","0","31","0","31","0","31"
"310M400US42700","Sebring, FL Metro Area","15","22","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","15","22","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","15","22","0","31","0","31","0","31","0","31","0","31"
"310M400US42740","Sedalia, MO Micro Area","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23"
"310M400US42900","Seneca Falls, NY Micro Area","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"310M400US42780","Selinsgrove, PA Micro Area","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22"
"310M400US42820","Selma, AL Micro Area","23","40","23","40","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","4","8","19","33","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"310M400US42860","Seneca, SC Micro Area","13","22","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","13","22","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","13","22","0","29","0","29","0","29"
"310M400US42940","Sevierville, TN Micro Area","9","18","9","18","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","9","18","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29"
"310M400US42980","Seymour, IN Micro Area","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"310M400US42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","258","143","174","144","38","52","0","29","0","29","0","29","0","29","0","29","0","29","0","29","6","11","0","29","130","130","0","29","0","29","0","29","84","78","10","18","0","29","0","29","0","29","0","29","0","29","21","37","0","29","30","46","0","29","23","37","0","29","0","29","0","29"
"310M400US42100","Santa Cruz-Watsonville, CA Metro Area","316","143","102","91","0","29","8","12","0","29","0","29","0","29","15","20","27","32","27","69","0","29","7","10","18","23","0","29","0","29","0","29","214","94","9","13","11","18","0","29","0","29","11","15","21","27","17","28","12","18","0","29","19","26","93","67","0","29","21","34","0","29"
"310M400US42140","Santa Fe, NM Metro Area","175","157","80","68","0","28","0","28","0","28","0","28","4","8","1","2","0","28","8","14","4","5","45","60","16","24","2","3","0","28","0","28","95","95","0","28","0","28","41","51","39","45","0","28","0","28","0","28","0","28","0","28","2","3","12","16","1","2","0","28","0","28"
"310M400US42180","Santa Isabel, PR Micro Area","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"310M400US42200","Santa Maria-Santa Barbara, CA Metro Area","814","276","448","202","15","24","12","21","0","29","0","29","15","24","35","35","46","69","23","29","28","39","83","59","79","78","0","29","91","79","21","31","366","147","0","29","0","29","26","35","0","29","0","29","54","83","36","61","100","117","22","42","84","74","32","55","0","29","0","29","12","20"
"310M400US42220","Santa Rosa, CA Metro Area","1636","289","811","191","23","23","26","32","27","33","4","6","1","2","69","55","52","56","72","52","157","90","84","71","211","109","68","79","17","24","0","29","825","215","10","16","21","20","22","23","0","29","30","39","72","48","48","57","128","77","69","53","184","110","157","89","64","91","20","35","0","29"
"310M400US42300","Sault Ste. Marie, MI Micro Area","60","37","23","26","17","26","0","21","0","21","0","21","0","21","0","21","0","21","3","5","0","21","0","21","3","5","0","21","0","21","0","21","37","34","0","21","0","21","0","21","0","21","0","21","32","33","0","21","5","7","0","21","0","21","0","21","0","21","0","21","0","21"
"310M400US42340","Savannah, GA Metro Area","419","76","217","72","16","9","0","31","0","31","20","13","1","5","9","11","23","32","34","42","57","50","36","43","14","17","7","13","0","31","0","31","202","36","13","18","10","8","10","9","8","8","0","31","22","27","85","54","6","8","23","25","14","17","9","15","2","3","0","31","0","31"
"310M400US42380","Sayre, PA Micro Area","6","10","6","10","0","24","0","24","0","24","0","24","0","24","0","24","6","10","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"310M400US42420","Scottsbluff, NE Micro Area","114","119","77","78","0","20","0","20","0","20","31","41","0","20","0","20","22","34","0","20","0","20","24","31","0","20","0","20","0","20","0","20","37","47","0","20","0","20","0","20","0","20","0","20","37","47","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20"
"310M400US42460","Scottsboro, AL Micro Area","77","81","8","10","0","28","0","28","0","28","0","28","0","28","0","28","2","4","0","28","0","28","0","28","6","10","0","28","0","28","0","28","69","79","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","64","79","0","28","5","7","0","28","0","28","0","28"
"310M400US42540","Scranton--Wilkes-Barre--Hazleton, PA Metro Area","229","134","141","114","0","24","0","24","0","24","8","12","45","48","17","21","0","24","0","24","68","75","3","4","0","24","0","24","0","24","0","24","88","74","0","24","19","34","0","24","6","8","12","17","0","24","0","24","16","28","5","8","0","24","12","13","15","25","0","24","3","5"
"310M400US43020","Shawano, WI Micro Area","9","12","2","4","0","18","0","18","2","4","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","7","12","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","7","12","0","18","0","18","0","18","0","18","0","18"
"310M400US43060","Shawnee, OK Micro Area","47","27","20","27","10","16","0","22","0","22","0","22","0","22","7","11","0","22","0","22","0","22","3","5","0","22","0","22","0","22","0","22","27","21","0","22","0","22","0","22","17","22","0","22","6","8","4","6","0","22","0","22","0","22","0","22","0","22","0","22","0","22"
"310M400US43100","Sheboygan, WI Metro Area","8","10","1","2","0","20","0","20","0","20","0","20","0","20","0","20","1","2","0","20","0","20","0","20","0","20","0","20","0","20","0","20","7","10","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","7","10","0","20","0","20","0","20","0","20","0","20"
"310M400US43140","Shelby, NC Micro Area","23","41","23","41","0","29","0","29","0","29","23","41","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29"
"310M400US43180","Shelbyville, TN Micro Area","29","50","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","29","50","0","26","0","26","0","26","0","26","0","26","29","50","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26"
"310M400US43220","Shelton, WA Micro Area","286","65","169","37","0","28","18","15","16","15","1","5","0","28","54","59","0","28","32","29","26","39","0","28","22","40","0","28","0","28","0","28","117","63","14","16","16","15","0","28","2","3","24","33","0","28","0","28","17","19","11","11","33","38","0","28","0","28","0","28","0","28"
"310M400US43260","Sheridan, WY Micro Area","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"310M400US43300","Sherman-Denison, TX Metro Area","66","20","33","23","15","15","0","31","0","31","8","14","0","31","0","31","0","31","0","31","0","31","10","10","0","31","0","31","0","31","0","31","33","28","0","31","0","31","0","31","0","31","10","19","6","9","0","31","0","31","7","11","8","15","0","31","2","4","0","31","0","31"
"310M400US43320","Show Low, AZ Micro Area","87","47","44","25","8","12","0","29","10","12","10","12","0","29","2","3","5","7","0","29","6","7","3","4","0","29","0","29","0","29","0","29","43","29","8","12","0","29","1","4","2","3","0","29","11","16","5","8","3","5","11","17","2","3","0","29","0","29","0","29","0","29"
"310M400US43340","Shreveport-Bossier City, LA Metro Area","385","140","113","56","0","29","20","34","13","16","0","29","12","15","0","29","12","15","29","24","6","10","0","29","0","29","21","22","0","29","0","29","272","108","22","25","12","16","0","29","27","12","0","29","12","15","0","29","49","59","62","69","0","29","34","34","54","54","0","29","0","29"
"310M400US43380","Sidney, OH Micro Area","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"310M400US43420","Sierra Vista-Douglas, AZ Metro Area","464","84","230","99","37","28","8","9","24","22","0","29","14","21","15","22","13","16","8","11","49","29","12","15","31","30","0","29","19","31","0","29","234","62","0","29","6","15","0","29","17","18","37","31","18","30","17","34","0","29","51","53","33","47","23","28","0","29","32","50","0","29"
"310M400US43460","Sikeston, MO Micro Area","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23"
"310M400US43500","Silver City, NM Micro Area","6","10","4","8","0","22","0","22","0","22","0","22","4","8","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","2","5","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","2","5","0","22"
"310M400US43580","Sioux City, IA-NE-SD Metro Area","305","104","128","63","3","4","49","46","0","27","2","4","15","21","0","27","14","17","0","27","29","26","16","23","0","27","0","27","0","27","0","27","177","53","0","27","0","27","0","27","7","21","0","27","13","16","0","27","88","55","0","27","48","40","2","7","16","36","3","8","0","27"
"310M400US43620","Sioux Falls, SD Metro Area","56","36","28","24","0","22","3","6","8","12","0","22","0","22","0","22","7","12","10","16","0","22","0","22","0","22","0","22","0","22","0","22","28","29","0","22","18","23","0","22","0","22","0","22","2","4","0","22","0","22","0","22","8","16","0","22","0","22","0","22","0","22"
"310M400US43660","Snyder, TX Micro Area","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"310M400US43700","Somerset, KY Micro Area","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27"
"310M400US43740","Somerset, PA Micro Area","24","29","24","29","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","6","10","18","27","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"310M400US43760","Sonora, CA Micro Area","134","49","76","40","0","29","0","29","2","7","0","29","0","29","2","4","0","29","18","21","20","21","9","15","12","20","0","29","13","15","0","29","58","44","0","29","2","7","0","29","0","29","0","29","0","29","0","29","18","25","9","16","0","29","24","36","0","29","5","9","0","29"
"310M400US43780","South Bend-Mishawaka, IN-MI Metro Area","264","51","100","33","0","27","5","8","0","27","0","27","0","27","0","27","18","23","0","27","26","23","22","28","21","17","8","11","0","27","0","27","164","58","8","9","45","26","9","13","12","19","0","27","29","47","29","24","0","27","10","19","22","28","0","27","0","27","0","27","0","27"
"310M400US43900","Spartanburg, SC Metro Area","75","49","59","42","0","29","0","29","0","29","0","29","0","29","3","5","13","19","0","29","4","6","10","18","11","18","18","28","0","29","0","29","16","15","0","29","0","29","0","29","0","29","0","29","0","29","0","29","4","7","0","29","10","14","0","29","2","4","0","29","0","29"
"310M400US43940","Spearfish, SD Micro Area","32","33","18","27","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","18","27","0","17","0","17","0","17","14","25","0","17","0","17","0","17","0","17","0","17","14","25","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"310M400US43980","Spencer, IA Micro Area","3","6","3","6","0","15","0","15","0","15","0","15","0","15","3","6","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15"
"310M400US44020","Spirit Lake, IA Micro Area","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15"
"310M400US44060","Spokane-Spokane Valley, WA Metro Area","2565","260","1313","182","80","39","179","54","100","39","108","55","84","92","137","71","110","60","133","6","136","86","60","44","110","68","74","69","2","4","0","28","1252","135","97","22","80","53","108","48","61","42","58","50","129","49","112","15","139","14","182","80","112","62","143","51","23","24","8","30","0","28"
"310M400US44100","Springfield, IL Metro Area","134","59","31","18","0","26","0","26","3","6","0","26","0","26","0","26","0","26","0","26","11","14","6","9","11","17","0","26","0","26","0","26","103","53","0","26","0","26","0","26","0","26","0","26","0","26","20","24","0","26","63","57","12","12","0","26","0","26","8","10","0","26"
"310M400US44140","Springfield, MA Metro Area","150","97","83","60","0","29","9","15","0","29","0","29","0","29","25","34","0","29","0","29","28","35","0","29","21","25","0","29","0","29","0","29","67","47","0","29","0","29","0","29","0","29","0","29","0","29","15","24","0","29","17","25","9","14","0","29","14","21","12","18","0","29"
"310M400US44180","Springfield, MO Metro Area","339","135","248","114","38","37","0","26","15","22","0","26","41","59","6","11","35","55","32","47","13","23","24","31","44","56","0","26","0","26","0","26","91","68","0","26","0","26","0","26","33","41","0","26","0","26","0","26","0","26","0","26","0","26","6","11","24","33","27","43","1","2"
"310M400US44220","Springfield, OH Metro Area","96","25","32","24","0","27","0","27","13","13","0","27","0","27","7","11","0","27","0","27","12","12","0","27","0","27","0","27","0","27","0","27","64","25","14","24","13","13","14","14","0","27","0","27","0","27","3","8","5","8","0","27","0","27","15","25","0","27","0","27","0","27"
"310M400US44260","Starkville, MS Micro Area","20","26","12","24","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","12","24","0","27","0","27","0","27","0","27","0","27","8","12","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","8","12","0","27","0","27"
"310M400US44300","State College, PA Metro Area","49","49","16","21","0","24","0","24","0","24","0","24","0","24","16","21","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","33","46","0","24","0","24","0","24","0","24","0","24","2","3","0","24","0","24","0","24","0","24","31","46","0","24","0","24","0","24"
"310M400US44340","Statesboro, GA Micro Area","186","254","91","138","0","31","0","31","42","65","0","31","0","31","0","31","0","31","0","31","49","74","0","31","0","31","0","31","0","31","0","31","95","119","0","31","0","31","38","58","38","58","0","31","0","31","19","33","0","31","0","31","0","31","0","31","0","31","0","31","0","31"
"310M400US44420","Staunton-Waynesboro, VA Metro Area","79","72","14","19","0","28","0","28","0","28","0","28","0","28","0","28","9","16","0","28","5","10","0","28","0","28","0","28","0","28","0","28","65","69","15","27","0","28","0","28","0","28","0","28","0","28","50","59","0","28","0","28","0","28","0","28","0","28","0","28","0","28"
"310M400US44460","Steamboat Springs, CO Micro Area","5","9","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","5","9","0","22","0","22","0","22","0","22","0","22","0","22","0","22","5","9","0","22","0","22","0","22","0","22","0","22","0","22"
"310M400US44500","Stephenville, TX Micro Area","21","33","21","33","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","21","33","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28"
"310M400US44540","Sterling, CO Micro Area","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22"
"310M400US44580","Sterling, IL Micro Area","44","42","7","11","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","7","11","0","26","0","26","0","26","37","41","0","26","12","18","12","18","0","26","0","26","0","26","0","26","0","26","13","20","0","26","0","26","0","26","0","26","0","26"
"310M400US44620","Stevens Point, WI Micro Area","11","14","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","11","14","0","20","0","20","0","20","0","20","5","7","6","11","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20"
"310M400US44660","Stillwater, OK Micro Area","69","34","38","43","2","4","2","4","0","22","0","22","24","47","8","12","0","22","0","22","2","4","0","22","0","22","0","22","0","22","0","22","31","27","0","22","0","22","0","22","0","22","3","7","24","25","2","4","2","4","0","22","0","22","0","22","0","22","0","22","0","22"
"310M400US44700","Stockton-Lodi, CA Metro Area","4463","358","2373","253","243","102","206","73","105","59","157","49","123","75","178","111","39","27","91","67","474","79","298","83","243","87","162","77","33","40","21","24","2090","210","160","129","213","72","140","71","65","61","45","43","161","100","26","27","178","26","479","88","198","54","214","35","151","37","55","34","5","9"
"310M400US44740","Storm Lake, IA Micro Area","97","141","48","72","6","11","0","17","0","17","8","13","21","32","0","17","0","17","0","17","13","20","0","17","0","17","0","17","0","17","0","17","49","70","6","11","0","17","25","39","0","17","0","17","0","17","0","17","0","17","15","23","3","4","0","17","0","17","0","17","0","17"
"310M400US44780","Sturgis, MI Micro Area","30","32","24","31","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","24","31","0","23","0","23","0","23","6","9","6","9","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23"
"310M400US44860","Sulphur Springs, TX Micro Area","42","37","27","33","19","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","8","16","0","28","0","28","0","28","0","28","15","22","0","28","0","28","0","28","0","28","0","28","0","28","0","28","15","22","0","28","0","28","0","28","0","28","0","28","0","28"
"310M400US44900","Summerville, GA Micro Area","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"310M400US44920","Summit Park, UT Micro Area","10","15","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","10","15","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","10","15","0","24","0","24","0","24"
"310M400US44940","Sumter, SC Metro Area","43","41","43","41","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","5","13","0","29","31","39","0","29","7","12","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29"
"310M400US44980","Sunbury, PA Micro Area","76","96","37","53","0","24","0","24","28","42","9","13","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","39","46","0","24","16","22","0","24","0","24","0","24","0","24","0","24","15","22","0","24","0","24","8","16","0","24","0","24","0","24"
"310M400US45000","Susanville, CA Micro Area","205","76","95","51","4","7","0","26","16","13","6","15","0","26","9","13","0","26","37","32","18","21","5","7","0","26","0","26","0","26","0","26","110","57","0","26","11","9","7","10","4","5","14","29","0","26","0","26","46","34","15","20","0","26","0","26","13","19","0","26","0","26"
"310M400US45020","Sweetwater, TX Micro Area","3","6","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","3","6","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","3","6","0","21","0","21","0","21","0","21"
"310M400US45060","Syracuse, NY Metro Area","205","130","115","85","0","28","0","28","13","19","1","2","0","28","0","28","48","66","29","27","23","23","0","28","0","28","1","6","0","28","0","28","90","55","7","11","0","28","11","17","0","28","0","28","34","39","0","28","9","12","12","17","9","14","8","14","0","28","0","28","0","28"
"310M400US45140","Tahlequah, OK Micro Area","106","94","58","57","0","20","0","20","14","20","0","20","0","20","0","20","13","22","15","22","12","17","0","20","4","8","0","20","0","20","0","20","48","48","0","20","0","20","0","20","14","19","0","20","1","4","0","20","0","20","12","17","0","20","2","4","19","30","0","20","0","20"
"310M400US45180","Talladega-Sylacauga, AL Micro Area","28","34","24","30","0","28","0","28","0","28","0","28","0","28","0","28","0","28","19","29","0","28","0","28","0","28","5","7","0","28","0","28","4","8","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","4","8","0","28","0","28","0","28","0","28"
"310M400US45220","Tallahassee, FL Metro Area","96","67","28","29","0","31","0","31","0","31","0","31","0","31","13","22","0","31","0","31","15","24","0","31","0","31","0","31","0","31","0","31","68","46","17","29","0","31","0","31","0","31","0","31","0","31","6","10","23","29","0","31","9","14","13","20","0","31","0","31","0","31"
"310M400US45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","2224","303","1120","200","72","60","76","56","80","56","67","46","58","58","47","34","95","57","140","71","204","105","142","91","78","47","61","43","0","31","0","31","1104","159","28","31","133","82","129","77","0","31","0","31","18","27","111","60","111","56","200","90","121","68","114","43","114","58","25","40","0","31"
"310M400US45340","Taos, NM Micro Area","1","1","1","1","0","25","0","25","0","25","0","25","0","25","0","25","1","1","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
